0.97524,392.7269
0.99846,406.95407
1.02168,406.27478
1.34676,203.4763
1.36998,205.14598
1.3932,203.33044
1.53252,212.61496
1.88082,254.90363
1.90404,247.78276
1.99692,192.51476
3.45977,292.17841
3.57587,287.14719
4.66721,221.67253
5.06195,251.27025
5.24771,203.0574
5.29415,202.76401
5.52635,345.97638
8.7307,204.02063
8.75392,209.40274
8.77714,210.92758
8.80036,211.74342
8.82358,214.43166
8.8468,220.98871
10.24,254.51636
10.26322,249.26994
10.40254,187.20778
10.42576,184.7664
10.44898,188.3739
10.4722,186.66101
10.49542,181.73663
12.46912,327.22589
12.49234,326.95477
12.51556,328.54593
12.53878,335.06421
12.58522,343.96863
12.63166,339.90994
13.23537,303.52451
13.25859,316.86081
13.28181,322.64856
13.30503,326.71057
13.60689,265.07932
13.63011,261.99802
13.65333,265.11279
13.72299,286.41638
13.83909,355.58679
13.86231,351.89615
13.88553,350.4025
13.90875,349.94113
13.93197,354.89331
14.39637,196.14471
14.41959,192.26402
14.62857,325.51785
14.65179,324.65982
14.67501,322.19867
14.69823,323.4281
14.72145,326.07788
15.58059,223.99016
15.60381,229.69688
15.85923,229.61015
15.88245,230.23274
15.90567,222.13219
15.92889,218.14333
15.95211,210.09613
15.97533,209.07826
15.99855,211.73753
16.02177,214.46976
16.04499,214.15671
16.06821,215.54126
16.09143,216.6657
16.11465,215.91605
16.13787,213.90059
16.16109,217.08447
16.30041,194.96179
16.32363,191.79132
16.67193,236.76923
18.27411,462.91238
18.36698,719.6012
18.3902,689.54022
20.0156,128.00743
20.03882,127.51287
21.641,284.89105
21.66422,281.57571
22.47692,291.72025
22.50014,298.77841
22.5698,334.3316
22.59302,334.46204
22.63946,353.36343
22.91809,278.05545
22.94131,277.18539
22.96453,278.13528
22.98775,274.91028
23.24318,280.89209
23.26639,276.8779
23.33605,250.19353
23.35927,248.58205
23.38249,245.91734
23.40571,487.98911
23.42893,485.806
23.45215,242.65742
23.47537,240.44592
23.49859,243.32472
23.52181,253.18858
23.54503,250.50552
23.56825,248.12608
23.59147,251.23679
23.61469,251.43066
24.93823,369.22369
24.96145,380.55722
24.98467,383.76022
25.00789,390.1412
25.03111,410.47516
25.21687,443.52573
25.24009,427.01855
25.26331,430.66534
25.49551,314.62088
25.51873,310.47046
25.54195,308.12332
25.89025,377.44763
25.91347,373.86911
25.95991,371.92505
25.98313,371.5134
26.00635,370.30423
26.02957,375.00046
26.05279,383.31876
26.07601,380.50839
26.09923,381.67447
26.35465,328.0592
26.40109,322.79224
26.42431,322.72882
26.44753,326.92215
26.58685,338.06418
26.61007,343.85861
26.63329,352.72574
26.65651,363.74628
26.67973,373.62891
26.95837,259.13229
26.98159,254.70522
27.00481,252.13681
27.05125,252.17027
27.42277,291.38303
27.44599,294.60495
27.46921,296.62131
27.49243,296.65353
27.51565,295.77399
27.53887,294.85654
27.56209,291.83197
27.58531,289.72125
27.60853,289.87802
27.63175,293.51477
27.65497,294.46735
27.67819,294.94724
27.70141,294.0733
27.88717,283.7023
27.91039,281.7861
27.93361,278.11685
27.95683,280.55414
27.98005,284.75229
28.04971,332.05042
28.11937,289.33844
28.14259,298.0311
28.53732,211.439
28.56054,214.46213
28.58377,220.97331
28.60698,229.74377
28.65342,263.54269
28.67664,285.367
29.4429,215.49675
29.46612,217.1646
29.48934,215.03256
29.51256,211.26471
29.60544,192.06351
29.86086,286.94806
29.88408,285.21216
29.9073,281.95804
31.83456,207.985
31.85778,210.32123
31.92744,241.12808
31.95066,244.28183
31.97388,245.00536
31.9971,245.20493
32.02032,243.55023
32.04354,242.90373
32.06676,241.83315
32.08998,242.08516
32.1132,241.93842
32.13642,241.50284
32.15964,240.31325
32.18286,239.6149
32.20608,240.4574
32.25252,239.54924
32.32218,240.78041
32.3454,242.54645
32.36862,242.97766
32.39184,246.57672
32.41506,256.67325
32.62403,321.66397
32.64725,322.6698
32.78658,313.57776
32.94912,651.42743
32.99556,204.22144
33.01878,207.76416
33.11166,212.31282
33.13488,210.59889
33.1581,207.02048
33.18132,202.56721
33.20454,201.86711
33.22776,203.05478
33.25098,205.84143
33.2742,204.84547
33.29742,201.76956
33.32064,201.23354
33.34385,200.8103
