Start(s),Pitch(Hz),Probability[0-1.0],Source
9.82204,175.79042,0.94699,TARSOS_YIN
9.84526,175.34103,0.94309,TARSOS_YIN
9.86848,173.15700,0.95921,TARSOS_YIN
9.89170,171.49968,0.93199,TARSOS_YIN
9.91492,171.26286,0.90842,TARSOS_YIN
9.93814,173.23671,0.92334,TARSOS_YIN
9.96136,174.68272,0.93501,TARSOS_YIN
9.98458,175.00192,0.96128,TARSOS_YIN
10.00780,177.90071,0.90299,TARSOS_YIN
10.03102,178.15219,0.92494,TARSOS_YIN
10.05424,177.51767,0.94163,TARSOS_YIN
10.07746,175.80945,0.90725,TARSOS_YIN
10.10068,174.48019,0.93324,TARSOS_YIN
10.12390,173.90028,0.95639,TARSOS_YIN
10.14712,172.98274,0.93576,TARSOS_YIN
10.17034,173.98093,0.93863,TARSOS_YIN
10.19356,174.34116,0.93714,TARSOS_YIN
10.21678,173.49034,0.93984,TARSOS_YIN
10.24000,175.13286,0.86872,TARSOS_YIN
10.44898,187.15501,0.92444,TARSOS_YIN
10.47220,188.66312,0.90343,TARSOS_YIN
10.49542,193.93546,0.92980,TARSOS_YIN
10.51864,203.22977,0.88065,TARSOS_YIN
10.54186,208.57019,0.93853,TARSOS_YIN
10.56508,211.35158,0.93069,TARSOS_YIN
10.58830,215.43526,0.93832,TARSOS_YIN
10.61152,215.43901,0.93599,TARSOS_YIN
10.63474,213.53886,0.93790,TARSOS_YIN
10.65796,213.92720,0.93093,TARSOS_YIN
10.68118,215.89922,0.89480,TARSOS_YIN
10.70440,219.03886,0.92344,TARSOS_YIN
10.72762,220.74544,0.95266,TARSOS_YIN
10.75084,222.12169,0.96200,TARSOS_YIN
10.77406,222.06058,0.95228,TARSOS_YIN
10.79728,222.16756,0.95645,TARSOS_YIN
10.82050,221.41483,0.96377,TARSOS_YIN
10.84372,220.98813,0.94563,TARSOS_YIN
10.86694,221.66406,0.96312,TARSOS_YIN
10.89016,221.33762,0.97133,TARSOS_YIN
10.91338,220.62318,0.96145,TARSOS_YIN
10.93660,218.66718,0.96896,TARSOS_YIN
10.95982,219.32237,0.96773,TARSOS_YIN
10.98304,220.09830,0.97218,TARSOS_YIN
11.00626,220.63394,0.98223,TARSOS_YIN
11.02948,223.16586,0.97874,TARSOS_YIN
11.05270,223.43993,0.98534,TARSOS_YIN
11.07592,223.08791,0.98299,TARSOS_YIN
11.09914,221.77351,0.98322,TARSOS_YIN
11.12236,221.93163,0.98168,TARSOS_YIN
11.16880,219.20062,0.97803,TARSOS_YIN
11.19202,217.88858,0.96781,TARSOS_YIN
11.21524,214.58873,0.94707,TARSOS_YIN
11.26168,200.89436,0.91891,TARSOS_YIN
11.30812,179.19557,0.84088,TARSOS_YIN
11.37778,174.57230,0.80830,TARSOS_YIN
11.42422,170.90959,0.83095,TARSOS_YIN
11.44744,170.45346,0.81826,TARSOS_YIN
11.58676,176.53067,0.82381,TARSOS_YIN
11.63320,183.46590,0.85025,TARSOS_YIN
11.70286,212.94511,0.84246,TARSOS_YIN
11.72608,224.59317,0.85448,TARSOS_YIN
11.74930,226.81822,0.93303,TARSOS_YIN
11.77252,225.62726,0.94754,TARSOS_YIN
11.79574,217.38161,0.90828,TARSOS_YIN
11.81896,206.15063,0.81204,TARSOS_YIN
11.91184,174.19429,0.81270,TARSOS_YIN
11.93506,173.78156,0.86409,TARSOS_YIN
11.95828,173.83780,0.88700,TARSOS_YIN
11.98150,174.31699,0.84339,TARSOS_YIN
12.00472,174.80472,0.89324,TARSOS_YIN
12.02794,175.73915,0.89047,TARSOS_YIN
12.05116,178.00648,0.80335,TARSOS_YIN
12.07438,178.50758,0.80521,TARSOS_YIN
12.14404,176.43701,0.82045,TARSOS_YIN
12.21370,175.15280,0.86158,TARSOS_YIN
12.28336,175.30031,0.84018,TARSOS_YIN
13.42113,230.10835,0.93588,TARSOS_YIN
13.44435,237.58746,0.93350,TARSOS_YIN
13.46757,244.23120,0.95705,TARSOS_YIN
13.49079,249.02757,0.91744,TARSOS_YIN
13.51401,255.76579,0.94804,TARSOS_YIN
13.53723,255.44701,0.95101,TARSOS_YIN
13.56045,261.11761,0.92557,TARSOS_YIN
13.58367,265.44553,0.93792,TARSOS_YIN
13.60689,266.16187,0.97002,TARSOS_YIN
13.63011,268.03967,0.94928,TARSOS_YIN
13.65333,268.03525,0.96211,TARSOS_YIN
13.67655,267.94153,0.96653,TARSOS_YIN
13.69977,267.44421,0.95515,TARSOS_YIN
13.72299,267.57297,0.97441,TARSOS_YIN
13.74621,267.50830,0.97785,TARSOS_YIN
13.76943,268.74902,0.96476,TARSOS_YIN
13.79265,274.02026,0.93420,TARSOS_YIN
13.81587,279.12659,0.90719,TARSOS_YIN
13.83909,290.40045,0.93466,TARSOS_YIN
13.86231,298.09656,0.95566,TARSOS_YIN
13.88553,315.24658,0.96349,TARSOS_YIN
13.90875,330.00906,0.93602,TARSOS_YIN
13.93197,347.27005,0.94206,TARSOS_YIN
13.95519,354.35446,0.93272,TARSOS_YIN
13.97841,355.42926,0.97710,TARSOS_YIN
14.00163,356.82574,0.98209,TARSOS_YIN
14.02485,356.11670,0.98491,TARSOS_YIN
14.04807,358.94876,0.98661,TARSOS_YIN
14.07129,358.53195,0.98624,TARSOS_YIN
14.09451,359.58118,0.98822,TARSOS_YIN
14.11773,359.81430,0.98182,TARSOS_YIN
14.14095,358.36288,0.98326,TARSOS_YIN
14.16417,356.65771,0.97984,TARSOS_YIN
14.18739,355.74402,0.98075,TARSOS_YIN
14.21061,358.10419,0.97952,TARSOS_YIN
14.23383,360.21927,0.98103,TARSOS_YIN
14.25705,360.63327,0.98278,TARSOS_YIN
14.28027,360.68378,0.98137,TARSOS_YIN
14.30349,357.38382,0.97143,TARSOS_YIN
14.32671,352.90723,0.92590,TARSOS_YIN
14.34993,347.61823,0.92899,TARSOS_YIN
14.37315,333.33240,0.92060,TARSOS_YIN
14.46603,241.71584,0.84279,TARSOS_YIN
14.48925,239.10361,0.91186,TARSOS_YIN
14.51247,244.85915,0.92277,TARSOS_YIN
14.53569,255.68582,0.90693,TARSOS_YIN
14.55891,267.82715,0.93808,TARSOS_YIN
14.58213,277.52521,0.88689,TARSOS_YIN
14.60535,280.67810,0.91867,TARSOS_YIN
14.62857,276.62000,0.88920,TARSOS_YIN
14.69823,272.73154,0.95836,TARSOS_YIN
14.72145,274.75476,0.95851,TARSOS_YIN
14.79111,273.09543,0.84050,TARSOS_YIN
14.83755,302.76666,0.93452,TARSOS_YIN
14.86077,318.34879,0.94222,TARSOS_YIN
14.88399,336.62976,0.93592,TARSOS_YIN
14.90721,350.35254,0.93903,TARSOS_YIN
14.93043,355.97708,0.95869,TARSOS_YIN
14.95365,354.46805,0.97270,TARSOS_YIN
14.97687,351.11121,0.96533,TARSOS_YIN
15.00009,353.72824,0.97159,TARSOS_YIN
15.02331,356.67285,0.97670,TARSOS_YIN
15.04653,358.09134,0.93750,TARSOS_YIN
15.06975,357.44269,0.90644,TARSOS_YIN
15.20907,263.47269,0.88021,TARSOS_YIN
15.23229,263.44388,0.94161,TARSOS_YIN
15.25551,266.65335,0.96299,TARSOS_YIN
15.27873,271.98080,0.89906,TARSOS_YIN
15.30195,271.63629,0.95553,TARSOS_YIN
15.32517,272.25226,0.95322,TARSOS_YIN
15.34839,271.99469,0.95707,TARSOS_YIN
15.37161,271.12012,0.95624,TARSOS_YIN
15.39483,269.42014,0.94072,TARSOS_YIN
15.41805,268.35541,0.95491,TARSOS_YIN
15.44127,268.24512,0.96198,TARSOS_YIN
15.46449,267.45636,0.95662,TARSOS_YIN
15.48771,267.90756,0.96405,TARSOS_YIN
15.51093,267.48141,0.96223,TARSOS_YIN
15.53415,266.64432,0.96164,TARSOS_YIN
15.55737,262.80957,0.94619,TARSOS_YIN
15.58059,252.23022,0.83029,TARSOS_YIN
15.62703,220.58646,0.82647,TARSOS_YIN
15.65025,213.66959,0.87680,TARSOS_YIN
15.67347,212.90205,0.91703,TARSOS_YIN
15.69669,218.62109,0.90805,TARSOS_YIN
15.71991,223.69627,0.93835,TARSOS_YIN
15.74313,226.82025,0.95842,TARSOS_YIN
15.76635,228.04433,0.96271,TARSOS_YIN
15.78957,228.57089,0.96470,TARSOS_YIN
15.81279,227.94922,0.97489,TARSOS_YIN
15.83601,228.12663,0.97459,TARSOS_YIN
15.85923,229.39943,0.98192,TARSOS_YIN
15.88245,225.92549,0.97934,TARSOS_YIN
15.90567,222.45801,0.91703,TARSOS_YIN
15.99855,236.93356,0.80728,TARSOS_YIN
16.02177,242.51128,0.97673,TARSOS_YIN
16.06821,249.69553,0.92132,TARSOS_YIN
16.09143,261.68091,0.93229,TARSOS_YIN
16.11465,264.76920,0.94068,TARSOS_YIN
16.13787,268.98669,0.81839,TARSOS_YIN
16.16109,275.96423,0.91066,TARSOS_YIN
16.18431,277.55426,0.93293,TARSOS_YIN
16.20753,273.68213,0.95948,TARSOS_YIN
16.23075,271.86832,0.94823,TARSOS_YIN
16.25397,272.65970,0.94915,TARSOS_YIN
16.27719,272.40839,0.94262,TARSOS_YIN
16.30041,271.49945,0.93189,TARSOS_YIN
16.32363,271.69907,0.93981,TARSOS_YIN
16.34685,273.24567,0.92233,TARSOS_YIN
16.37007,272.63989,0.93800,TARSOS_YIN
16.39329,272.72189,0.94130,TARSOS_YIN
16.41651,272.50113,0.93136,TARSOS_YIN
16.43973,271.80240,0.94383,TARSOS_YIN
16.46295,271.17361,0.94769,TARSOS_YIN
16.48617,272.42636,0.94259,TARSOS_YIN
16.50939,273.40695,0.93893,TARSOS_YIN
16.53261,273.66531,0.92541,TARSOS_YIN
16.55583,274.62781,0.94422,TARSOS_YIN
16.57905,269.81787,0.92458,TARSOS_YIN
16.74159,224.35591,0.94327,TARSOS_YIN
16.76481,225.10695,0.96553,TARSOS_YIN
16.78803,224.91380,0.96996,TARSOS_YIN
16.81125,225.44630,0.97062,TARSOS_YIN
16.83447,225.85475,0.98249,TARSOS_YIN
16.85769,228.20607,0.97237,TARSOS_YIN
16.88091,230.82805,0.98067,TARSOS_YIN
16.90413,229.79114,0.98662,TARSOS_YIN
16.92735,228.17294,0.98293,TARSOS_YIN
16.95057,225.35524,0.98720,TARSOS_YIN
16.97379,225.32176,0.98862,TARSOS_YIN
17.04345,220.50777,0.97757,TARSOS_YIN
17.08989,220.04581,0.97627,TARSOS_YIN
17.11311,221.82811,0.97072,TARSOS_YIN
17.13633,223.82948,0.97529,TARSOS_YIN
17.15955,222.99327,0.98189,TARSOS_YIN
17.18277,222.13089,0.97751,TARSOS_YIN
17.20599,221.79782,0.97891,TARSOS_YIN
17.22921,221.60144,0.97048,TARSOS_YIN
17.25243,222.65776,0.97672,TARSOS_YIN
17.27565,223.88478,0.97741,TARSOS_YIN
17.29887,229.54485,0.94755,TARSOS_YIN
17.32209,229.46111,0.94613,TARSOS_YIN
17.34531,228.43741,0.94057,TARSOS_YIN
17.85615,176.52232,0.84691,TARSOS_YIN
17.87937,175.73906,0.89457,TARSOS_YIN
17.90259,175.91962,0.90872,TARSOS_YIN
17.92580,176.79767,0.87996,TARSOS_YIN
18.15800,171.52411,0.90375,TARSOS_YIN
18.18122,173.97867,0.92496,TARSOS_YIN
18.20444,174.44366,0.89424,TARSOS_YIN
18.22766,176.71596,0.94556,TARSOS_YIN
18.25089,178.88113,0.91805,TARSOS_YIN
18.27411,176.17014,0.94319,TARSOS_YIN
18.29733,175.22786,0.95137,TARSOS_YIN
18.36698,177.30199,0.93197,TARSOS_YIN
18.39020,179.23784,0.92656,TARSOS_YIN
18.41342,182.02579,0.93216,TARSOS_YIN
18.43664,181.28722,0.95397,TARSOS_YIN
18.45986,181.21292,0.95097,TARSOS_YIN
18.48308,179.00424,0.92931,TARSOS_YIN
18.50630,177.82777,0.92373,TARSOS_YIN
18.52952,176.97327,0.93477,TARSOS_YIN
18.55274,176.90752,0.93541,TARSOS_YIN
18.57596,177.66743,0.94138,TARSOS_YIN
18.59918,176.08951,0.95674,TARSOS_YIN
18.62240,177.31540,0.93625,TARSOS_YIN
18.64562,178.17212,0.92239,TARSOS_YIN
18.66884,178.99802,0.86644,TARSOS_YIN
18.87782,193.88765,0.94643,TARSOS_YIN
18.90104,197.79335,0.94786,TARSOS_YIN
18.92426,205.57182,0.92633,TARSOS_YIN
18.94748,211.36211,0.93087,TARSOS_YIN
18.97070,215.93080,0.87315,TARSOS_YIN
18.99392,220.88762,0.90735,TARSOS_YIN
19.01714,221.90207,0.93732,TARSOS_YIN
19.04036,223.13472,0.96136,TARSOS_YIN
19.06358,221.87500,0.96208,TARSOS_YIN
19.08680,219.20982,0.96070,TARSOS_YIN
19.11002,218.28928,0.95255,TARSOS_YIN
19.13324,218.38637,0.94386,TARSOS_YIN
19.15646,218.58626,0.90777,TARSOS_YIN
19.17968,220.73715,0.93646,TARSOS_YIN
19.20290,223.18442,0.94725,TARSOS_YIN
19.22612,225.64322,0.95698,TARSOS_YIN
19.24934,226.95821,0.95779,TARSOS_YIN
19.27256,227.43213,0.96053,TARSOS_YIN
19.29578,226.68877,0.96327,TARSOS_YIN
19.31900,227.12386,0.96398,TARSOS_YIN
19.34222,226.22275,0.96863,TARSOS_YIN
19.36544,225.93312,0.96408,TARSOS_YIN
19.38866,223.94269,0.97108,TARSOS_YIN
19.41188,223.67639,0.97548,TARSOS_YIN
19.43510,224.62445,0.97220,TARSOS_YIN
19.45832,224.64317,0.97388,TARSOS_YIN
19.48154,224.45255,0.97600,TARSOS_YIN
19.50476,224.01500,0.97295,TARSOS_YIN
19.52798,224.60190,0.97643,TARSOS_YIN
19.55120,224.28220,0.97643,TARSOS_YIN
19.57442,224.47202,0.97803,TARSOS_YIN
19.59764,224.30968,0.98394,TARSOS_YIN
19.62086,223.62076,0.97821,TARSOS_YIN
19.64408,222.03235,0.97921,TARSOS_YIN
19.66730,217.63565,0.97085,TARSOS_YIN
19.69052,205.48106,0.90607,TARSOS_YIN
19.71374,193.32146,0.81953,TARSOS_YIN
19.76018,182.42696,0.85854,TARSOS_YIN
19.78340,179.66238,0.88720,TARSOS_YIN
19.85306,170.18279,0.85992,TARSOS_YIN
