0.104489796,144.516
0.110294785,145.785
0.116099773,144.236
0.121904762,143.425
0.127709751,143.248
0.133514739,143.144
0.139319728,142.935
0.145124717,142.738
0.150929705,142.439
0.156734694,141.787
0.162539683,140.847
0.168344671,140.28
0.174149660,139.933
0.179954649,139.54
0.185759637,139.145
0.191564626,138.588
0.197369615,137.524
0.203174603,135.714
0.208979592,134.912
0.214784580,129.675
0.220589569,130.066
0.226394558,130.208
0.232199546,130.398
0.238004535,130.362
0.243809524,130.316
0.249614512,130.492
0.255419501,130.754
0.261224490,131.001
0.267029478,131.063
0.272834467,130.907
0.278639456,130.901
0.284444444,131.059
0.290249433,132.644
0.296054422,133.763
0.301859410,134.325
0.307664399,134.833
0.313469388,135.364
0.319274376,135.922
0.325079365,137.046
0.330884354,138.109
0.336689342,138.877
0.342494331,139.714
0.348299320,140.164
0.354104308,140.215
0.359909297,140.423
0.365714286,140.69
0.371519274,141.679
0.377324263,143.67
0.383129252,147.034
0.388934240,149.153
0.394739229,153.37
0.400544218,156.666
0.406349206,159.135
0.412154195,160.228
0.417959184,161.304
0.423764172,164.385
0.429569161,165.884
0.435374150,166.927
0.441179138,167.88
0.446984127,168.947
0.452789116,170.043
0.458594104,171.104
0.464399093,172.51
0.470204082,173.229
0.476009070,173.288
0.481814059,173.401
0.487619048,173.244
0.493424036,173.078
0.499229025,172.5
0.505034014,172.42
0.510839002,172.23
0.516643991,172.165
0.522448980,172.169
0.528253968,171.991
0.534058957,172.025
0.539863946,171.964
0.545668934,172.236
0.551473923,172.694
0.557278912,173.292
0.563083900,174.052
0.568888889,174.487
0.574693878,174.673
0.580498866,175.483
0.586303855,176.495
0.592108844,177.206
0.597913832,177.558
0.603718821,177.222
0.609523810,176.965
0.615328798,176.837
0.621133787,176.575
0.626938776,176.392
0.632743764,176.276
0.638548753,175.542
0.644353741,174.998
0.650158730,174.567
0.655963719,173.499
0.661768707,172.191
0.667573696,170.89
0.673378685,170.444
0.679183673,169.697
0.684988662,168.686
0.690793651,167.654
0.696598639,166.526
0.702403628,164.887
0.708208617,161.971
0.714013605,161.03
0.719818594,160.247
0.725623583,159.786
0.731428571,159.152
0.737233560,158.215
0.743038549,157.146
0.748843537,156.357
0.754648526,155.817
0.760453515,155.513
0.766258503,155.123
0.772063492,154.804
0.777868481,154.612
0.783673469,154.418
0.789478458,154.389
0.795283447,154.448
0.801088435,154.543
0.806893424,154.315
0.812698413,154.103
0.818503401,153.83
0.824308390,153.483
0.830113379,153.359
0.835918367,152.993
0.841723356,152.545
0.847528345,151.996
0.853333333,151.377
0.859138322,150.608
0.864943311,149.811
0.870748299,149.327
0.876553288,148.924
0.882358277,148.739
0.888163265,148.589
0.893968254,148.324
0.899773243,148.047
0.905578231,147.773
0.911383220,147.662
0.917188209,147.587
0.922993197,147.68
0.928798186,147.841
0.934603175,147.786
0.940408163,147.783
0.946213152,147.702
0.952018141,147.562
0.957823129,147.773
0.963628118,148.24
0.969433107,148.931
0.975238095,149.777
0.981043084,150.315
0.986848073,150.727
0.992653061,151.235
0.998458050,151.463
