0.731428571,261.568,[2] 
0.737233560,261.018,[2] 
0.743038549,260.622,[2] 
0.748843537,260.662,[2] 
0.754648526,261.339,[2] 
0.760453515,263.112,[2] 
0.766258503,263.913,[2] 
0.772063492,265.085,[2] 
0.777868481,258.264,[2] 
0.783673469,259.357,[2] 
0.789478458,259.946,[2] 
0.795283447,260.63,[2] 
0.801088435,261.197,[2] 
0.806893424,261.617,[2] 
0.812698413,270.269,[2] 
0.818503401,270.776,[2] 
0.824308390,271.215,[2] 
0.830113379,271.209,[2] 
0.835918367,262.979,[2] 
0.841723356,262.466,[2] 
0.847528345,269.635,[2] 
0.853333333,268.896,[2] 
0.859138322,268.49,[2] 
0.864943311,260.229,[2] 
0.870748299,260.189,[2] 
0.876553288,260.132,[2] 
0.882358277,267.326,[2] 
0.888163265,266.96,[2] 
0.893968254,266.414,[2] 
0.899773243,258.968,[2] 
0.905578231,258.557,[2] 
0.911383220,265.799,[2] 
0.917188209,266.051,[2] 
0.922993197,266.19,[2] 
0.928798186,266.921,66.7302
0.934603175,267.043,66.7608
0.940408163,267.415,66.8538
0.946213152,271.365,67.8414
0.952018141,0
0.957823129,280.987,70.2468
0.963628118,281.566,70.3914
0.969433107,281.935,70.4837
0.975238095,282.524,70.6311
0.981043084,279.976,69.994
0.986848073,279.873,69.9682
0.992653061,280.624,70.1559
0.998458050,0
1.004263039,0
1.010068027,289.162,144.581
1.015873016,288.353,144.176
1.021678005,280.83,140.415
1.027482993,279.661,139.83
1.033287982,279.305,139.653
1.039092971,277.214,138.607
1.044897959,289.159,144.579
1.050702948,0
1.056507937,0
1.062312925,271.867,[2] 
1.068117914,272.805,[2] 
1.073922902,271.277,[2] 
1.079727891,271.41,[2] 
1.085532880,271.599,[2] 
1.091337868,272.708,[2] 
1.097142857,259.286,[2] 
1.102947846,260.506,[2] 
1.108752834,261.509,[2] 
1.114557823,265.465,[2] 
1.120362812,266.322,[2] 
1.126167800,273.201,[2] 
1.131972789,274.457,[2] 
1.137777778,275.063,[2] 
1.143582766,270.748,[2] 
1.149387755,272.136,[2] 
1.155192744,272.605,[2] 
1.160997732,265.074,66.2684
1.166802721,273.487,68.3718
1.172607710,273.578,68.3945
1.178412698,272.895,68.2238
1.184217687,0
1.190022676,0
1.195827664,270.442,67.6105
1.201632653,269.762,67.4406
1.207437642,265.856,66.464
1.213242630,265.623,66.4058
1.219047619,265.393,66.3483
1.224852608,264.699,66.1747
1.230657596,264.563,66.1408
1.236462585,262.637,65.6592
1.242267574,260.704,65.176
1.248072562,253.702,63.4256
1.253877551,254.756,63.6889
1.259682540,257.637,64.4094
1.265487528,263.247,65.8116
1.271292517,264.978,66.2444
1.277097506,265.445,66.3611
1.282902494,266.022,66.5054
1.288707483,274.303,68.5756
1.294512472,266.538,66.6346
1.300317460,274.914,68.7286
1.306122449,275.355,68.8387
1.311927438,261.808,65.452
1.317732426,262.63,65.6576
1.323537415,270.693,67.6732
1.329342404,271.44,67.8599
1.335147392,271.824,67.956
1.340952381,271.656,67.914
1.346757370,271.443,67.8608
1.352562358,271.393,67.8483
1.358367347,271.54,67.8849
1.364172336,266.32,66.58
1.369977324,245.364,61.3411
1.375782313,244.951,61.2378
1.381587302,243.838,60.9596
1.387392290,250.529,62.6321
1.393197279,245.857,61.4643
1.399002268,247.106,61.7766
1.404807256,246.816,61.7039
1.410612245,246.761,61.6902
1.416417234,245.607,61.4019
1.422222222,250.065,62.5162
1.428027211,249.789,62.4472
1.433832200,240.327,60.0817
1.439637188,240.327,60.0817
1.445442177,240.327,60.0817
1.451247166,240.327,60.0817
1.457052154,240.327,60.0817
1.462857143,241.395,60.3488
1.468662132,247.631,61.9078
1.474467120,247.731,61.9328
1.480272109,247.949,61.9873
1.486077098,247.608,61.902
1.491882086,247.241,61.8103
1.497687075,245.404,61.3511
1.503492063,0,0
1.509297052,275.55,68.8875
1.515102041,289.361,72.3402
1.520907029,281.292,70.3231
1.526712018,289.656,72.4139
1.532517007,289.71,72.4276
1.538321995,244.578,61.1446
1.544126984,244.49,61.1224
1.549931973,289.296,72.3241
1.555736961,289.056,72.264
1.561541950,285.104,71.276
1.567346939,286.049,71.5123
1.573151927,288.897,72.2241
1.578956916,288.38,72.0951
1.584761905,0
1.590566893,0
1.596371882,0
1.602176871,284.172,71.043
1.607981859,284.01,71.0025
1.613786848,282.419,70.6047
1.619591837,273.886,68.4716
1.625396825,0
1.631201814,269.408,67.3519
1.637006803,272.862,68.2155
1.642811791,273.743,68.4357
1.648616780,274.958,68.7396
1.654421769,240.327,60.0817
1.660226757,240.327,60.0817
1.666031746,240.327,60.0817
1.671836735,276.417,69.1043
1.677641723,276.366,69.0916
1.683446712,275.714,68.9286
1.689251701,240.327,60.0817
1.695056689,240.327,60.0817
1.700861678,240.327,60.0817
1.706666667,277.214,69.3036
1.712471655,289.363,72.3407
1.718276644,291.902,72.9756
1.724081633,0
1.729886621,294.549,73.6372
1.735691610,256.704,64.176
1.741496599,256.532,64.1331
1.747301587,257.715,64.4287
1.753106576,258.414,64.6036
1.758911565,258.631,64.6577
1.764716553,258.827,64.7067
1.770521542,258.972,64.743
1.776326531,258.661,64.6652
1.782131519,259.293,64.8234
1.787936508,260.193,65.0483
1.793741497,260.869,65.2172
1.799546485,261.927,65.4817
